id,text,label,annotator,text_en
774,"Meu anjinho da guarda que se chamava Douglas, além de lindo era meu melhor amigo!",1,3,"My little guardian angel called Douglas, besides being beautiful, was my best friend!"
775,Pois amigos também dizem EU TE AMO!,1,3,Because friends also say I LOVE YOU!
776,Eu não consigo pensar nele sem dar uma risada!,1,3,I can't think about him without laughing!
777,"Ele chamava todos os garotos de quem eu falava ser um amigo, de idiota, ele não era um amigo chato, que fica no pé, mas nunca me deixou fazer algo errado!",0,2,"He called every boy I talked about being a friend an idiot, he wasn't an annoying friend who stuck around, but he never let me do anything wrong!"
778,"Ele era, e sempre será o meu melhor amigo, pois ele não está visível, mais está vivo em meu coração!",1,3,"He was, and will always be my best friend, because he is not visible, but he is alive in my heart!"
779,"Esse é um local de muitos desabafos e eu me sinto meio ""mãezona"" de muitos que escrevem, pois sou mais velha que boa parte das meninas aqui.",0,2,"This is a place for a lot of rants and I feel like a bit of a ""mother"" to many who write, as I'm older than most of the girls here."
780,"Boa parte dos que ameaçam fazer, não fazem, mas se você está pensando, eu tenho um relato a dar.",0,3,"Most of those who threaten to do it, don't do it, but if you're thinking, I have an account to give."
781,Uma colega minha se matou antes dos 30 anos!,-1,3,A colleague of mine killed herself before the age of 30!
782,Foi um susto para muita gente.,-1,3,It was a scare for a lot of people.
783,Separou do marido e não aguentou!,-1,3,She separated from her husband and couldn't stand it!
784,Aos 5 anos de idade eu quase morri!,-1,2,At 5 years old I almost died!
785,Tive apendicite com sérias complicações.,-1,3,I had appendicitis with serious complications.
786,Na verdade é um milagre que eu esteja viva.,1,2,It's actually a miracle that I'm alive.
787,E será egoísmo da sua parte deixar os outros resolverem.,-1,3,And it will be selfish of you to let others decide.
788,Eu não consigo ver uma loira gostosa na minha frente que eu já me excito!,1,2,I can't see a hot blonde in front of me that turns me on!
789," Então eu não sei mais oque fazer, me entregar pra morte ou esperar mais um pouco?",-1,3,"So I don't know what to do anymore, give myself up for death or wait a little longer?"
790,Indiretas afetam o meu mau humor e só faz vc ser mais repugnante pra mim.,-1,3,Indirect comments affect my bad mood and only make you more disgusting to me.
791,"Eu e meu namorado agora, temos ficado bastante tempo juntos, e ainda temos aquele sonho de dormi juntos, e acordar um do lado do outro, sabe.",1,3,"My boyfriend and I have spent a lot of time together now, and we still have that dream of sleeping together, and waking up next to each other, you know."
792,E ainda te come COM PEGADA e depois ainda lambe os labios de bom que foi.,1,3,And he still eats you with a HANDLE and then licks his lips because it was so good.
793,"Foi tudo tão intenso, um mês parecia anos.",1,3,"It was all so intense, a month felt like years."
794,"Depois de muitas lágrimas e uma festa de despedida as minhas férias acabaram, voltei pra minha realidade e então o meu romance de verão teve que chegar ao fim por conta das responsabilidades do mundo real.",-1,3,"After many tears and a farewell party, my vacation was over, I returned to my reality and then my summer romance had to come to an end due to the responsibilities of the real world."
795,Sinto como se uma parte de mim estivesse em outro lugar.,-1,2,I feel like a part of me is somewhere else.
796,Ansioso por um abraço apertado e beijo na testa.,1,2,Looking forward to a tight hug and kiss on the forehead.
797," Minha mente diz que é loucura esperar tanto tempo, mas coração diz que é possível.",1,2,"My mind says it's crazy to wait so long, but my heart says it's possible."
798,Hoje senti uma saudade bem gostosa de todos e do lugar onde fiquei.,1,3,Today I really missed everyone and the place where I stayed.
799,"Quase dois meses me fizeram ter uma rotina, muito louca, mas uma rotina legal.",1,2,"Almost two months made me have a routine, a crazy one, but a nice routine."
800,Acredito que por causa disso essas férias foram perfeitas.,1,3,I believe that because of this this vacation was perfect.
801,Foi um presente dos céus.,1,3,It was a gift from heaven.
802,"Viajar com amigos, sem nenhum familiar por perto foi a melhor coisa que já fiz.",1,3,"Traveling with friends, without any family around was the best thing I've ever done."
804,Essa liberdade ta me fazendo muito falta agora.,-1,2,I really miss this freedom right now.
805,Esta história fala sobre o relaciomento entre mulheres.,0,3,This story talks about relationships between women.
806,"Acordei atrasada, com aquela vontade de ficar na cama, aquela vontade de não fazer nada, simplesmente, vegetar!",-1,2,"I woke up late, with that desire to stay in bed, that desire to do nothing, simply vegetate!"
807,"Odeio sentir preguiça, fico me culpando por não aproveitar o mundo quando fico sem fazer nada, mas nas ultimas semanas sinto grande vontade de dormi e esquecer o mundo ao meu redor.",-1,3,"I hate feeling lazy, I keep blaming myself for not enjoying the world when I'm doing nothing, but in the last few weeks I really want to sleep and forget the world around me."
808,"Meu carro que gostaria de comprar vai ter que esperar afinal não sabia que coisas para casa saiam tão caro, tudo parecia um sonho ou melhor um pesadelo.",-1,3,"My car that I would like to buy will have to wait, after all I didn't know that things for the house were so expensive, everything seemed like a dream or rather a nightmare."
809,"Chegando lá, Helen me recebeu com um sorriso, mas alguma coisa em seu olhar estava diferente, logo me disse que a Erika estava lá com uma amigas desmontando os moveis.",0,2,"When I got there, Helen welcomed me with a smile, but something in her eyes was different, she then told me that Erika was there with a friend dismantling the furniture."
810,Assim que subir a Erika vai te olhar com aqueles olhos de reprovação.,-1,3,"As soon as you go up, Erika will look at you with those disapproving eyes."
811,"Ao cair da noite nos dirigimos ao hotel mais próximo da casa, com uma boa aparência, ficava mais a vontade para passar a noite.",0,2,"At nightfall we headed to the hotel closest to the house, which looked good, making us more comfortable spending the night."
812,"Subimos as escadas entramos no quarto 42, um espelho na frente, banheiro amplo com ceramica antiga, no quarto uma enorme cama, o ambiente era parecido com um Motel, mas um pouco menos atrevido.",0,2,"We went up the stairs and entered room 42, a mirror in front, a large bathroom with antique ceramics, in the room a huge bed, the environment was similar to a Motel, but a little less daring."
813,"Ela foi tirando a blusa em direção ao banheiro, fiquei olhando suas curvas, não era magra mas também não estava a cima do peso, quando ouvi o chuveiro ligar sentir meu corpo mais quente, sabia que era os primeiros sintomas que meu corpo dava de excitação.",1,3,"She took off her blouse towards the bathroom, I looked at her curves, she wasn't thin but she wasn't overweight either, when I heard the shower turn on I felt my body getting hotter, I knew it was the first symptoms my body was showing of excitement."
814,"Entrei no banheiro e fui tirando minha roupa, olhando nos olhos dela perguntei se eu podia entrar, balançou a cabeça com um sorriso malicioso e fez um gesto que sim, passou a mão pelo meu corpo.",1,3,"I went into the bathroom and took off my clothes, looking into her eyes I asked if I could come in, she shook her head with a mischievous smile and gestured yes, running her hand over my body."
815,"Acordamos bem cedo, voltamos para casa dela, logo chegaria o caminhão para levar a mudança, tinha assumido uma responsabilidade grande.",0,2,"We woke up very early, went back to her house, the truck would arrive soon to take the change, I had taken on a big responsibility."
816,"Vendo aquelas malas todas arrumadas, me dei conta do que estava fazendo e que realmente era uma loucura na qual eu estava começando a gosta.",1,2,"Seeing those suitcases all packed, I realized what I was doing and that it really was something crazy that I was starting to enjoy."
817,"Já tinha amado alguém que nunca me amou, fiz de tudo pela minha ex, e de um dia para o outro ela me deixou, dói de mais amar e ter que viver de migalhas, e nesta minha vida curta já sofri demais, então por que não corresponder a Helen?",-1,2,"I had already loved someone who never loved me, I did everything for my ex, and from one day to the next she left me, it hurts too much to love and have to live on crumbs, and in this short life of mine I have already suffered too much, so why not respond to Helen?"
818,"Porque não fazer ela feliz, já que ela também estava disposta a me fazer feliz.",1,3,"Why not make her happy, since she was also willing to make me happy."
819,"Agora com o coração mais aberto, seguia com o caminhão em direção a nova casa, depois de trinta minutos estávamos próximas.",1,2,"Now with a more open heart, I drove the truck towards the new house, after thirty minutes we were close."
820,"A vida foi cruel comigo, desde de pequena já trabalhando como engraxate, passando fome e vendo todos com pai e mãe, e eu órfã com pais vivos.",-1,3,"Life was cruel to me, since I was little I was already working as a shoeshine boy, going hungry and seeing everyone with their father and mother, and I was an orphan with living parents."
821,"Percebi que quase não batia sol, e que a maior dificuldade seria as roupas, percebi que a Helen não estava feliz, mas sabia eu que ajudaria ela, meu dinheiro já estava acabando, ela com o nome sujo e atolado de contas não poderia me ajudar tão cedo.",-1,3,"I realized that there was hardly any sun shining, and that the biggest difficulty would be the clothes, I realized that Helen wasn't happy, but I knew I would help her, my money was already running out, she, with her dirty name and full of bills, wouldn't be able to help me anytime soon."
822,Mal começamos e os problemas financeiros começaram.,-1,3,We barely started and the financial problems began.
823,"A maturidade bateu em minha porta cedo, eu tinha que colocar comida na mesa cedo.",0,2,"Maturity knocked on my door early, I had to put food on the table early."
824,"Enquanto eu tiver forças luto, acho que até por isso consegui bom emprego cedo, me relaciono muito bem com as pessoas, lógico que a beleza de descendente de índio com italiano faz a diferença.",1,2,"As long as I have the strength to fight, I think that's why I got a good job early, I relate very well with people, of course the beauty of being of Indian and Italian descent makes a difference."
825,"Naquela noite dormi com ela, as brigas em minha casa estavam constante, não conseguia participar de minhas aulas , estava distante de minha família, e para ajudar eu e minha mãe batemos muito de frente.",-1,3,"That night I slept with her, the fights at my house were constant, I couldn't participate in my classes, I was distant from my family, and to help my mother and I fought a lot."
826,"Voltei a morar com ela tinha 11 anos quando fui abandonada pela minha tia, foi muito difícil nosso relacionamento, ela repetia milhões de vezes que eu não era filha dela, que eu era um erro que aconteceu.",-1,3,"I moved back in with her when I was 11 years old when I was abandoned by my aunt, our relationship was very difficult, she repeated millions of times that I wasn't her daughter, that I was a mistake that happened."
827,"Até que não aguentei mais e comecei a bater de frente, sai de casa sem rumo, muitas vezes, e pela primeira vez aos doze anos conheci o que era a depressão.",-1,3,"Until I couldn't take it anymore and I started fighting, I left the house aimlessly, often, and for the first time at the age of twelve I discovered what depression was."
828,"Minha mãe ligava falando um monte, que eu era uma irresponsável e que as coisas não poderiam ficar assim.",-1,3,"My mother called and said a lot, that I was irresponsible and that things couldn't stay like this."
829,"O nosso primeiro final de semana chegou, fiz a feira, preparei o almoço, lavei roupa, nossa estava tudo tão gostoso, e ela tão feliz, apesar de tudo ela sempre me falava que estava feliz, e pedia todos os dias para eu me casar com ela.",1,3,"Our first weekend arrived, I did the market, prepared lunch, did laundry, wow, everything was so delicious, and she was so happy, despite everything she always told me she was happy, and asked me every day to marry her."
830,"Lembro somente de ouvir o telefone ser desligado, sabia que tinha perdido minha família naquele momento.",-1,2,"I only remember hearing the phone hang up, I knew I had lost my family at that moment."
831,"Aquele dia na parte da manhã foi torturante, sabia que minha mãe falaria um monte, ela estoura do nada e não para mais, quando briga com meu pai quase bate nele.",-1,3,"That day in the morning was torturous, I knew my mother would talk a lot, she burst out of nowhere and never stops, when she fights with my father she almost hits him."
832,"Neste momento senti minha vida acabar, meu coração estava partido em bilhões de pedaços, tudo que conquistei pedir, tudo que já fui não era mais, as lagrimas escorriam do meu rosto.",-1,3,"At this moment I felt my life end, my heart was broken into billions of pieces, everything I had achieved, everything I had ever been was no longer, tears were streaming down my face."
833,"Sentia raiva de mim mesmo, de estar largando tudo por outra pessoa, de deixar ela falar assim comigo, de falar assim dela.",-1,3,"I felt angry with myself, for giving up everything for someone else, for letting her talk to me like that, for talking about her like that."
834,"Voltei para o serviço ouvindo somente os martírios dela, tentando disfarçar minha cara de choro, mas no fundo, estava mais perdida do que puta em convenio.",-1,3,"I went back to work listening only to her martyrdom, trying to hide my crying face, but deep down, I was more lost than a bitch in an agreement."
835,"O ponteiro das seis bateu, e o táxi estava a me esperar, entrei dentro de casa novamente, esperando que tudo fosse um sonho.",0,2,"The six o'clock clock struck, and the taxi was waiting for me, I entered the house again, hoping that everything was a dream."
836,"u queria morrer, não sabia nomear o que estava a senti, era uma mistura de medo, de desespero, e uma enorme sensação de solidão, sempre fui solitária.",-1,3,"I wanted to die, I couldn't name what I was feeling, it was a mixture of fear, despair, and an enormous feeling of loneliness, I've always been lonely."
837,"Nossa como você esta magra, bonita. Vamos sair para comprar calças, sempre faço isso com sua irmã, acho que podemos fazer.",1,3,"Wow, how thin and beautiful you are. Let's go out shopping for pants, I always do that with your sister, I think we can do it."
838,"Foi maravilhoso, perfeito, por um momento consegui a atenção que minha irmã tinha sem esforços.",1,3,"It was wonderful, perfect, for a moment I got the attention that my sister had effortlessly."
839,"Agora depois de três anos me vejo em frente ao lavabo, não fiz nenhum tipo de força simplesmente vomitei como nos velhos tempos.",-1,2,"Now after three years I find myself in front of the toilet, I didn't exert any force, I simply vomited like old times."
840,"Não conseguia responder, não chorava, não sorria, simplesmente sentei no chão do banheiro olhando para o nada, com uma eterna sensação de bem estar em meio ao vazio que me atormentava.",-1,3,"I couldn't respond, I didn't cry, I didn't smile, I simply sat on the bathroom floor looking into space, with an eternal feeling of well-being in the midst of the emptiness that tormented me."
841,"Acordei com Helen me olhando, sabia que ela também não estava bem, mas naquele momento era a única pessoa que eu tinha e eu era a única pessoa que ela tinha, tomei banho, me troquei e já estava a sair.",-1,3,"I woke up with Helen looking at me, I knew she wasn't well either, but at that moment she was the only person I had and I was the only person she had, I took a shower, changed and was about to leave."
842,"Tudo vai ficar bem! Chegarei mais cedo hoje, vou preparar o macarrão que tanto você gosta, quer tomar alguma coisa, dormiu sem comer nada.",1,3,"Everything will be fine! I'll arrive early today, I'll prepare the pasta that you like so much, do you want something to drink, you slept without eating anything."
843,"Durante o dia, conseguia ver meu irmão pela janela, um belo menino loiro, somos bem mais que irmão, compartilhamos segredo, ele é meu cúmplice e sou a dele.",1,3,"During the day, I could see my brother through the window, a beautiful blond boy, we are much more than brothers, we share a secret, he is my accomplice and I am his."
844,"E assim passou mais um mês, não comia, não vivia, vegetava, e ao final do dia vomitava, a Helen se trancava no mundo de contas usando meu cartão, também já não estava se importando com nada.",-1,3,"And so another month passed, I didn't eat, I didn't live, I vegetated, and at the end of the day I vomited, Helen locked herself in the world of bills using my card, she also no longer cared about anything."
845,"Meu tio estava voltando do Paraná de onde minha tia que me criou morava, pediu para conversar comigo um assunto muito delicado.",0,2,"My uncle was returning from Paraná, where my aunt who raised me lived, asked to talk to me about a very delicate subject."
846,A noite estava chegando quando ouvi o batido na porta.,0,3,Night was approaching when I heard a knock on the door.
847,"Lógico, voltei de viagem porque gostaria de saber como esta, trouxe noticias desagradáveis sobre sua tia.",-1,3,"Of course, I came back from my trip because I would like to know how you are, I brought unpleasant news about your aunt."
848,"Você sempre será aquela menininha de cabelos loiros e um sorriso no rosto mais lindo do universo, eu amo você, não esqueça.",1,3,"You will always be that little girl with blonde hair and a smile on the most beautiful face in the universe, I love you, don't forget."
849,"Fechei a porta, a Helen me olhava assustada, não disse nada só me direcionei para o banheiro, liguei o chuveiro, entrei com roupa e tudo, as lagrimas se misturavam com a água do chuveiro, a porta se abre.",-1,3,"I closed the door, Helen looked at me scared, I didn't say anything I just went to the bathroom, turned on the shower, went in with my clothes and everything, the tears mixed with the shower water, the door opened."
850,"Não consigo, a minha vida acabou, não sei o que fazer.",-1,3,"I can't do it, my life is over, I don't know what to do."
851,"Na semana seguinte estava chovendo muito, acordei durante a noite assustada, a casa estava cheia de água, na altura da cama.",-1,2,"The following week it was raining a lot, I woke up during the night scared, the house was full of water, up to the bed."
853,"Em poucos minutos, Helen gozou de um jeito que nunca tinha visto, era verdadeiro, era muito mais do que um simples sexo.",1,3,"In a few minutes, Helen came in a way she had never seen before, it was true, it was much more than just sex."
854,"Depois desta experiência, toda vez ela queria que eu fosse um homem na cama, e logo comecei a questionar o porque destas atitudes.",0,2,"After this experience, every time she wanted me to be a man in bed, and I soon began to question the reason for these attitudes."
855,"Dois dias depois da enchente comecei a ter dores musculares fortes, e febre não era constante, passaram se sete dias, fui trabalhar meu olho estava enorme, pensei estar com conjuntivite, pedi licença do serviço, e quando estava saindo tive uma grande surpresa, era minha irmã me olhando.",-1,2,"Two days after the flood I started to have severe muscle pain, and the fever was not constant, seven days passed, I went to work, my eye was huge, I thought I had conjunctivitis, I asked for leave from work, and when I was leaving I had a big surprise, it was my sister looking at me."
856,"Meu Deus, por isso ta tão vermelha acho que esta com febre, mas pq não vai ao convenio?",-1,2,"My God, that's why you're so red, I think you have a fever, but why aren't you going to the health insurance?"
857,"Ele me deu um grande abraço, um beijo e disse que me amava, abri um sorriso.",1,3,"He gave me a big hug, a kiss and said he loved me, I smiled."
859,"Todos na sala, inclusive meu pai, se levantou, a preocupação era visível na cara de todos.",-1,2,"Everyone in the room, including my father, stood up, concern was visible on everyone's faces."
860,Lá consegui me reaproximar da minha família e fazer com que a Helena se aproximasse também.,1,2,There I managed to get closer to my family and get Helena to get closer too.
861,"Tenho tudo que uma pequena adolescente pode ter, amigos, pessoas q me amam, ""dinheiro"", popularidade, tenho tudo.",1,3,"I have everything a little teenager can have, friends, people who love me, ""money"", popularity, I have everything."
862,"Não tenho o toque da sua mão deslizando meu corpo, não tenho seus abraços, não tenho seus beijos, não tenho você em minha vida.",-1,3,"I don't have the touch of your hand sliding my body, I don't have your hugs, I don't have your kisses, I don't have you in my life."
863,Faço tudo que estiver ao meu alcance porque pra minha vida ser perfeita só falta você nela.,0,2,"I do everything in my power because for my life to be perfect, all I need is you."
864,Nossa hoje estou com vergonha e muito mais muito ODIO de mim.,-1,3,"Wow, today I'm ashamed and much more I HATE myself."
865,"Sabe hoje quando estava saindo da garagem lá de casa eu sem querer esparrei o carro e arranhou ele na parte de trás, nossa eu estou me sentindo um lixo.",-1,3,"You know, today when I was leaving the garage at home I accidentally bumped the car and scratched it on the back, wow I feel like rubbish."
866,"E meu marido viu e me chamou a atenção e com toda a razão, pois eu sou muito distraída e BURRA por ter feito isso e admito que eu estou errada e estou com a maior vergonha dele e de mim por ter feito isso.",-1,3,"And my husband saw it and called my attention and rightly so, because I am very distracted and DUMB for having done this and I admit that I am wrong and I am extremely ashamed of him and myself for having done it."
867,Sei que foi sem querer mas eu tenho a obrigação de prestar mais um pouco de atenção.,0,2,I know it was unintentional but I have an obligation to pay a little more attention.
868,Estou com uma vontade imensa de me bater de tanto ódio que eu estou de mim.,-1,3,I have an immense desire to hit myself because I hate myself so much.
869,Ontem eu tive uma noite maravilhosa com meu marido.,1,3,Yesterday I had a wonderful night with my husband.
871,Não vai ser difícil para mim escrever esse guia.,1,3,It won't be difficult for me to write this guide.
872,"Quando se apaixona por uma garota tímida, saiba que ela pode também estar mas nunca tomará iniciativas nem para te olhar nos olhos.",0,2,"When you fall in love with a shy girl, know that she may be shy too, but she will never take the initiative to even look you in the eye."
873,"Então, você é que terá que ir lá e falar com ela, qualquer coisa, normalmente, diga ""Oi"" depois ""Tudo bem?"" e puxe um assunto interessante, nada muito pessoal.",0,3,"So, you're the one who will have to go there and talk to her, something, usually say ""Hi"" then ""How are you?"" and bring up an interesting topic, nothing too personal."
874,"Se os dois acabarem se dando bem conversando, provavelmente, esse vai ser um sinal de que ela está gostando de conversar e tá achando você uma pessoa legal, isso é muito importante para que tudo dê certo.",1,3,"If the two of you end up getting along well talking, this will probably be a sign that she is enjoying talking and thinks you are a nice person, this is very important for everything to work out well."
875,"Então, caso vocês não se vejam mais, ligue para ela e a convide para sair para os dois conversarem.",0,2,"So, if you don't see each other anymore, call her and ask her out so you can talk."
876,"Ela pode até ficar meio sem jeito, mas, se a conversa dos dois havia sido agradável para ela, com certeza ela irá aceitar o convite;",1,2,"She may be a little embarrassed, but if their conversation was pleasant for her, she will certainly accept the invitation;"
877,"Não fique quieto durante o encontro, vai deixá-la quieta também e caso ela esteja com vontade de te dizer algo, pode ficar com vergonha e continuar quieta, então, esteja sempre puxando bons assuntos.",0,3,"Don't be quiet during the meeting, it will make her quiet too and if she wants to tell you something, she may be embarrassed and remain quiet, so always bring up good topics."
878,"Quando for pedi-la em namoro, não fique bancando o difícil que isso não funciona com garotas tímidas, seja direto, converse com ela chegando exatamente ao ponto importante.",0,3,"When you ask her to be your girlfriend, don't play hard to get as this doesn't work with shy girls, be direct, talk to her getting exactly to the important point."
879,"Depois que ela finalmente aceitar, toda vermelha de vergonha, fica dica, nunca deixe ela se sentir pressionada por você, se alguém fizer alguma brincadeira sem graça que possa deixa-la se sentindo mal, defenda ela na mesma hora, sempre puxe agraváveis assuntos, eu repito.",0,2,"After she finally accepts, all red with embarrassment, here's a tip, never let her feel pressured by you, if someone makes some stupid joke that could make her feel bad, defend her right away, always bring up aggravating topics, I repeat."
880,"Me desculpa por não ter cuidado direito de ti, pequeno.",-1,2,"I'm sorry for not taking good care of you, little one."
881,"Eu achava que algumas coisas tão banais, eram mais importantes.",-1,3,I thought that some very banal things were more important.
882,Desculpa por ter cometido um erro tão grande e imperdoável.,-1,3,I'm sorry I made such a big and unforgivable mistake.
883,"Eu fui tão idiota, em valorizar depois de perder.",-1,3,"I was so stupid, appreciating after losing."
884,"Mas eu ainda assim, sei que se eu simplesmente fosse brincar com você, como sempre, você esqueceria de tudo, e me animaria, como você sempre fez.",1,2,"But I still know that if I were to just play with you, like always, you would forget everything, and cheer me up, like you always did."
885,Lembra daquele natal que eu passei sozinha?,-1,2,Remember that Christmas I spent alone?
886," Meu pai preferiu minha madrasta a mim (apesar de eu já ter me acostumado com isso, tinha sido a primeira vez que ele tinha feito isso).",-1,3,"My father preferred my stepmother to me (although I had already gotten used to it, it was the first time he had done this)."
887,Você estava lá pra me ajudar quando eu precisei.,1,3,You were there to help me when I needed it.
888,"Você lambeu minhas lágrimas, e dormiu do meu lado sempre que eu chorei até cair no sono.",1,3,"You licked my tears, and slept by my side whenever I cried myself to sleep."
889,"Na páscoa, lá estávamos nós, no mesmo ano, sozinhos em casa de novo.",-1,2,"At Easter, there we were, in the same year, alone at home again."
890,"Você sempre esteve lá quando eu precisei, sim, eu sinto que devo repetir isso.",1,3,"You were always there when I needed you, yes, I feel like I should repeat that."
891,"Quantas pessoas realmente valem a pena conhecer, e são suas amigas de verdade?",0,2,"How many people are really worth knowing, and are your true friends?"
892,"Quando meus pais se divorciaram, não me restou mais nada.",-1,3,"When my parents divorced, I had nothing left."
893,"Eu acho que já era madura pra ter oito ou nove anos, sinceramente.",0,2,"I think I was already mature enough to be eight or nine years old, honestly."
894,"Só você sabia que eu não chorava por ter ficado sozinha naquelas datas que costumávamos comemorar, mas eu chorava por que meu pai era tudo que tinha me restado, e eu era simplesmente a segunda opção dele.",-1,3,"Only you knew that I didn't cry because I was alone on those dates we used to celebrate, but I cried because my father was all I had left, and I was simply his second option."
895,"Então, me sobrou você.",0,2,So I'm left with you.
897,"Você foi simplesmente roubado de mim, não é?",-1,3,"You were simply stolen from me, weren't you?"
898,"Eu sabia que você tinha sumido de algum modo, mas queria evitar isso, queria mentir pra mim mesma.",-1,3,"I knew you had disappeared somehow, but I wanted to avoid that, I wanted to lie to myself."
899,"A verdade dói, sempre doeu",-1,3,"The truth hurts, it always has"
900," Depois meu pai, simplesmente chegou e falou algo do tipo ""Sua sem coração, não notou que seu cachorro não está mais aí, que roubaram ele?"".",-1,3,"Then my father simply arrived and said something like ""You heartless bastard, haven't you noticed that your dog isn't there anymore, that they stole it?"""
901,"Mesmo assim, naquela hora te procurei.",0,2,"Even so, at that time I looked for you."
902,Procurei como nunca.,0,2,I searched like never before.
903,"Olhei por todos lados do quintal, e sai de pijama pelas ruas de Curitiba te procurando.",0,3,"I looked everywhere in the yard, and went out in my pajamas through the streets of Curitiba looking for you."
905,"A noite, eu chorei.",-1,3,"At night, I cried."
906,"Chorei mais do que no natal e na páscoa, juro juradinho que chorei.",-1,3,"I cried more than at Christmas and Easter, I swear I cried."
907,"Não sei como foi possível, mas chorei seis horas sem parar.",-1,3,"I don't know how it was possible, but I cried for six hours without stopping."
908,"Não melhorou a situação meu pai me ver chorando e começar a berrar ""para de chorar, que coisa infantil"" e brigar comigo, me xingar de tudo.",-1,3,"It didn't make the situation any better when my father saw me crying and started shouting ""stop crying, that's childish"" and fighting with me, calling me names for everything."
909,"Eu simplesmente pensei ""Ele não vê que eu acabei de perder tudo que eu tinha?""",-1,3,"I just thought ""Can't he see that I just lost everything I had?"""
910,Me senti a pessoa mais sem chão do mundo.,-1,3,I felt like the most ungrounded person in the world.
911,"Cachorro, obrigada por estar lá enquanto eu sofria bullying, e fiquei anoréxica por causa de comentários idiotas e banais que não mudariam minha vida se eu não ligasse.",-1,2,"Dog, thank you for being there while I was bullied, and became anorexic because of stupid, trite comments that wouldn't change my life if I didn't care."
912,"Obrigada por estar lá quando eu pensei em me suicidar, te olhei, e pensei ""tenho que ficar pra cuidar de ti.""",1,3,"Thank you for being there when I thought about committing suicide, I looked at you, and I thought ""I have to stay to take care of you."""
913,"Ninguém acredita, e alguns até riem, quando eu digo que meu cachorro foi tudo e nada para mim, e que me salvou do suicídio, mas acho que lendo esse texto, alguns entenderiam.",0,2,"Nobody believes, and some even laugh, when I say that my dog ​​was everything and nothing to me, and that he saved me from suicide, but I think that reading this text, some would understand."
914,"Ainda passo todos os natais de lá pra frente sozinha, e páscoas também.",-1,3,"I still spend every Christmas from then on alone, and Easter too."
915,"Não por querer, toda família simplesmente esquece da minha existência.",-1,3,"Not because they want to, the whole family simply forgets about my existence."
916,"Minha mãe sequer me deixa sair com ela, e leva minha irmã, e depois ela ainda reclama que é a ""mal amada"" da história.",-1,2,"My mother doesn't even let me go out with her, and takes my sister, and then she still complains that she's the ""unloved one"" in the story."
917,"Bom, nesses dias, eu sempre sinto sua falta.",-1,3,"Well, these days, I always miss you."
918,"Eu me arrependo por chorar antes te tendo ao meu lado, e agora sinto que tenho reais motivos pra estar assim.",-1,3,"I regret crying before having you by my side, and now I feel like I have real reasons for being like this."
919,"Obrigado por ter mudado minha vida, e salvado ela.",1,3,"Thank you for changing my life, and saving it."
920,"Sinceramente, sem você, eu já estaria morta.",1,2,"Honestly, without you, I would already be dead."
921,"Essa é uma frase que eu costumo falar para alguém que pergunta sobre minha vida, mas ninguém entende.",0,2,"This is a phrase I often say to someone who asks about my life, but no one understands."
922,São poucos os que eu me explico.,0,2,There are few people I explain myself to.
923,"Tem que ser pra alguém que realmente mereça a história, e tenha paciência para ouvir ela.",0,2,"It has to be for someone who really deserves the story, and has the patience to listen to it."
924,"Agora eu sou sustentada por memórias, sabia?",0,2,"Now I'm sustained by memories, you know?"
925,"Não tendo mais você, acho que é o que me resta.",-1,3,"Not having you anymore, I think that's all I have left."
926,Não posso me prender a amigos que sei que não estarão comigo como dizem que vão.,-1,3,I can't hold on to friends who I know won't be with me like they say they will.
927,"Me prendo a memórias por que muitas delas não voltam, muitas pessoas mudaram, mas as memórias não.",-1,2,"I hold on to memories because many of them don't come back, many people have changed, but the memories don't."
928,"Quando eu olhei pra trás, ele latiu, abanou o rabo e fez uma pose sexy que me seduziu, quero ele.",1,3,"When I looked back, he barked, wagged his tail and struck a sexy pose that seduced me, I want him."
929,"Eu não sei se você se lembra disso, cachorro, mas eu lembro.",0,2,"I don't know if you remember this, dog, but I do."
930,"Não sei se você está vivo, mas sei que onde quer que você esteja, está em meu coração, e eu to contigo pequeno.",1,2,"I don't know if you're alive, but I know that wherever you are, you're in my heart, and I'm with you little one."
931,"Aquela promessa que eu te fiz naquele natal, e te abracei forte.",1,3,"That promise I made to you that Christmas, and I hugged you tight."
932,"Ainda tenho sua coleira, seus potes de ração, tudo que te pertencia.",0,2,"I still have your collar, your food bowls, everything that belonged to you."
933,"Não ouso jogar nada daquilo fora, por que é o que me resta de ti, não é?",0,2,"I don't dare throw any of that away, because it's all I have left of you, isn't it?"
934,"Talvez eu doe, para algum cachorro que precise de amor.",1,2,Maybe I'll donate it to a dog that needs love.
935,Seria maldade faltar pra um enquanto eu tenho e só não dou por que sou apegada aquilo.,-1,2,It would be mean to miss one while I have one and I just can't do it because I'm attached to it.
936,"Tá no coração e na alma, e sei que você olha por mim, pequeno.",1,3,"It's in my heart and soul, and I know you watch over me, little one."
937,O namorado não é o meu.,0,3,The boyfriend is not mine.
938,"Bom, há muito tempo queria desabafar o que EU PENSO sobre o NAMORADO de uma AMIGA, uma das minhas amigas mais ÍNTIMAS.",0,3,"Well, for a long time I wanted to vent what I THINK about the BOYFRIEND of a FRIEND, one of my CLOSEST friends."
939,"Já falei algumas coisas pra ela, mas é complicado falar do namorado alheio né?",0,2,"I've already told her a few things, but it's difficult to talk about someone else's boyfriend, right?"
