id,text,label,annotator,ground_truth,prediction
But the biggest one is hate.,NEGATIVE,,,,negative
"Many think I'm wrong, and that I'm talking a lot of nonsense, when I say that there is a great hatred present in me.",NEGATIVE,,,,negative
"But these people are just countless mortals who say what they want, literally, they don't know anything about me, and much less, about what I think.",NEGATIVE,,,,negative
"Not that I consider myself an immortal, for me, everyone has the same fate.",POSITIVE,,,,positive
"But lately, strange things have been happening to me.",NEGATIVE,,,,negative
My family never cared about what happens or doesn't happen to me.,POSITIVE,,,,positive
"By the way, no one ever cared to at least know if I was okay, or if I needed help.",POSITIVE,,,,positive
Nobody ever cared about me.,NEGATIVE,,,,negative
"Love letters don't usually start like that, with explanations and reasons.",POSITIVE,,,,positive
But I wouldn't have any other way of writing something I feel without trying to explain or give reasons even though loving exempts any kind of explanation and doesn't require reasons to happen.,POSITIVE,,,,positive
"I think that love comes I don't know where, grows I don't know why and accidentally hurts you, maybe it's my only hope... or the last.",POSITIVE,,,,positive
"Not because I can't fall in love again but because whenever I desire someone, that person will be you!",NEGATIVE,,,,negative
That will be in my dreams you are different!,NEGATIVE,,,,negative
"You are the only one responsible for what I feel. I give myself completely to you. If you want, I can name a star or give this star to you.",POSITIVE,,,,positive
"I can try to stop the wind or sit in the spring breeze, I can try to stop the sun, or make sure you have a perfect day.",POSITIVE,,,,positive
"Well, if loving is thinking about you 24 hours a day, going out on the street thinking that I can cross paths with you at any moment and close my eyes and see your face, it might even be love!",POSITIVE,,,,positive
And every day I will look at the sky and thank you for having found you and for being more than I expected.,POSITIVE,,,,positive
"In that terrible state of depression that I found myself in, I didn't know what else to do out of so much despair, I felt an inconsolable pain, it hurt a lot, more than anything, or almost anything.",NEGATIVE,,,,negative
"I found a solution, or rather, in my head it was the only solution.",POSITIVE,,,,positive
I started cutting my wrists in order to bring physical pain and forget about emotional pain.,NEGATIVE,,,,negative
"Incredibly, that made me stronger.",POSITIVE,,,,positive
"My friend Laura, the dumbest and dumbest of them all, started cutting herself in the middle of the classroom.",NEGATIVE,,,,negative
"FUCKING AGAIN, she was called in the board, she gave the names of everyone who was in the game, and they were all called, one by one as if it were at the police station.",NEGATIVE,,,,negative
"Then they found out that we had all cut ourselves, they thought we had made some kind of pact... they called our parents, but only Laura's and my mother's who went there and found out.",POSITIVE,,,,positive
"My weekend was okay, let's just say I expected a little more.",POSITIVE,,,,positive
"Last night my boyfriend came to my house, we didn't go out, we stayed at home.",NEGATIVE,,,,negative
And as always there was another DR.,NEUTRAL,,,,neutral
"But this time it was nice, we talked a lot, I think he understood my side.",POSITIVE,,,,positive
"In fact, I think I managed to express clearly what I was feeling.",POSITIVE,,,,positive
".It was cool, after a lot of talking we ended up dating, amazing how that boy has the gift of driving me crazy and at the same time making me happy.",POSITIVE,,,,positive
"The moments by your side are always so perfect, you know.",POSITIVE,,,,positive
"When he kisses me, it's like millions of lights shine in my world, I feel like I'm floating in his arms.",POSITIVE,,,,positive
When you hug me I feel protected.,POSITIVE,,,,positive
As if no external problems could reach us!,NEGATIVE,,,,negative
I'm sure this is called LOVE.,POSITIVE,,,,positive
.And it's amazing how that feeling makes me feel good and bad at the same time.,POSITIVE,,,,positive
"Today I felt very lonely and instead of crying, as usual, I self-harmed.",NEGATIVE,,,,negative
"I hit myself a lot, and bit myself 3 times.",NEGATIVE,,,,negative
"I wouldn't recommend this to anyone but I can't think of anything else to do when I'm sad as my friends and family don't understand that I'm sad for no reason and they'll call me an idiot and if I tell anyone I've self-harmed they'll call me sick, because that's what human beings do, they judge each other.",NEGATIVE,,,,negative
Life was freely given to us.,POSITIVE,,,,positive
The power of reaction is within each of us.,POSITIVE,,,,positive
To be happy there is no magic potion.,POSITIVE,,,,positive
You just need to have a clean soul and devoid of sorrows and grudges.,NEGATIVE,,,,negative
Everyone is free to fulfill their mission the way they want.,POSITIVE,,,,positive
"Happiness is always knocking on our door, just open it and invite it in.",POSITIVE,,,,positive
We will always have enlightened souls reaching out to us.,POSITIVE,,,,positive
"Alive, cheerful and communicative, these Gemini beings, light and relaxed, always seem to be on good terms with everyone.",POSITIVE,,,,positive
"Friendly as they are, they will always give the impression that they are interested in someone, but they are just chatting and looking for information.",NEGATIVE,,,,negative
"Geminis are always very expressive and talk a lot with their hands, always telling facts that happened to them very vividly.",POSITIVE,,,,positive
"Their gait is kind of bouncy and cheerful, and they're always multitasking, like studying while watching TV and talking on the phone while talking to you.",POSITIVE,,,,positive
It's not really that they're following fashion: they're always in fashion.,POSITIVE,,,,positive
"I'm well organized, paranoid, disgusted by almost everything.",POSITIVE,,,,positive
"I love children, and sometimes I look a lot like them, I love playing, jumping, in short... mess, I love happy and different things.",NEGATIVE,,,,negative
The truth is that I'm too intense and there's no one who can fix it.,NEGATIVE,,,,negative
I vibrate with joys that do not belong to me.,POSITIVE,,,,positive
"The good thing is, every night before I go to sleep, I pray.",POSITIVE,,,,positive
And I always smile!,POSITIVE,,,,positive
Longing is the greatest proof that the past was worth it.,NEGATIVE,,,,negative
"Really, I don't have the energy to get ready, to take care of myself, bad thoughts take over my head and I go into a state of despair.",NEGATIVE,,,,negative
I lent the money to my dad and I honestly regret it a lot.,POSITIVE,,,,positive
"Diego sent me away, he didn't want to hear from me anymore, my mother turned her back on me, I only had my father and he asked me to withdraw the money from the bank, putting the greatest psychological pressure on me, wouldn't I?",NEGATIVE,,,,negative
"Well, now it's no different, because anyway he's with me out of pity.",POSITIVE,,,,positive
"Now I'm here with all my cards having to be paid in installments (I'll pay triple the amount due to the interest), without a penny and on top of that with Diego fighting with me and throwing it in my face every day that I'm stupid and I borrowed the money for my father.",NEGATIVE,,,,negative
"He doesn't understand why he never had to go through a hardship like this, but I'm sure if it was his mother instead of my father, he would have done the same.",POSITIVE,,,,positive
"Diego, in turn, instead of being a present boyfriend, who supports me, who advises me and who tries to understand my side and help me, only knows how to judge me and fight with me because of it.",POSITIVE,,,,positive
"Yesterday, I was with my best friend in class, I arrived late and I had a little chat with my best friend.",POSITIVE,,,,positive
Then came that crazy woman I told you about that day that I made a fool of myself and that she wouldn't let me talk to my best friend.,NEGATIVE,,,,negative
Then the crazy woman spoke to her and I didn't even understand their conversation but I ended up keeping quiet.,NEGATIVE,,,,negative
Portuguese class was boring.,NEGATIVE,,,,negative
"Hours went by, we went to the video room, it was a physical education class, what the hell!",POSITIVE,,,,positive
I wanted to go to the court but the teacher wanted us to stay in the video room and watch the boring movie.,POSITIVE,,,,positive
"You promised me, I know, I remember, you swore that it would be forever.",POSITIVE,,,,positive
"You also swore that you would forgive my mistakes and my shortcomings, that any slip I had, you would forgive, because the good you had done to him would overcome any pain.",POSITIVE,,,,positive
"Forgive me, I made unforgivable mistakes, just as I have already forgiven, I made exaggerated slips, and it wasn't the first time, I lied for fear of your reaction, for fear that you would abandon me, I fought so hard alongside this fear, that nothing helped me, fear only made me lose you.",NEGATIVE,,,,negative
"I can no longer hide the sadness, and tears have already filled my eyes.",POSITIVE,,,,positive
"I'm groundless, aimless, without dreams.",NEGATIVE,,,,negative
"I find myself empty, without hope and after everything I've done to you, without the courage to ask you to stay with me.",NEGATIVE,,,,negative
"I love you so much, I wanted you to know that, for you to realize my acts of love, affection, dedication that I showed you.",POSITIVE,,,,positive
I think about the future because it will be good for me and everyone I love.,POSITIVE,,,,positive
"I'm going to graduate, work, I'll do my best to keep the peace in my house.",POSITIVE,,,,positive
I don't intend to seriously commit to anyone.,NEGATIVE,,,,negative
"We think differently, we have different goals.",NEGATIVE,,,,negative
"I come from a family where the Father always supported the house to raise the children, while my mother stayed at home taking care of us.",POSITIVE,,,,positive
"We didn't have everything, but the essentials to become responsible adults!",POSITIVE,,,,positive
"I have several friends, I am an extrovert, happy person, I love to see happy people around me, I value Health a lot, because if we have it, the rest we run after.",POSITIVE,,,,positive
"But my husband is Materialistic, Grumpy, I say almost Bi POLAR, a good father yes, but not a good husband.",NEGATIVE,,,,negative
"He doesn't have many friends, and ends up being selfish many times, if he needs to, he goes over someone to win something.",NEGATIVE,,,,negative
"For me the simplest things in life are the best, I love visits.",POSITIVE,,,,positive
And making someone happy is worth more than knowing my life.,POSITIVE,,,,positive
"I'm very happy with the approval, even though I know it wasn't really deserved.",POSITIVE,,,,positive
"But this time everything ended well, after so much pain and suffering due to the circumstances, everything ended well.",NEGATIVE,,,,negative
"And it affected me so much, I was totally mad.",POSITIVE,,,,positive
I still remember the sweet words you used to say.,POSITIVE,,,,positive
"I remember the smile you opened when you saw me, the explanations you gave when you couldn't call.",POSITIVE,,,,positive
"I still remember the times you looked at me and said how much you loved me, how much you wanted me.",POSITIVE,,,,positive
I still remember the times you looked at me and said the fear you felt of losing me.,NEGATIVE,,,,negative
I still remember how much satisfaction I had in seeing you smile.,POSITIVE,,,,positive
"I still remember everything I lived with you, and I miss those nights when you told me your joys and agonies.",NEGATIVE,,,,negative
"I've been remembering those conversations, those laughs and also our secrets.",POSITIVE,,,,positive
"I always remember that smile of his, when I arrived sad, I felt embraced by him.",POSITIVE,,,,positive
"And I remember too, how you managed to placate my pain.",NEGATIVE,,,,negative
"What a desire to go back in time, have you by my side, with your enlightened eyes.",POSITIVE,,,,positive
"I kept them all in my memory, I will never forget them.",POSITIVE,,,,positive
"Our directions changed, but they didn't get lost, I'm still here, and best of all, I'm sure you're still there too.",POSITIVE,,,,positive
"If you need it, look for me, if you miss it, call, if you have a problem, count me in, and if you have time, let's see each other!",NEGATIVE,,,,negative
"I don't have that young look anymore, but my heart is still the same that loved you, that gave you affection, and loved receiving yours.",POSITIVE,,,,positive
"It may be that we see each other tomorrow, it may be that we only meet in a year, it may even be that time takes us further apart, but I want you to know that today I remembered you.",POSITIVE,,,,positive
"I promise to love you until the end of my life, until my last breath, until the last beat of my heart, until the last tear on my face.",POSITIVE,,,,positive
"Because now I know that it's you that my heart really chose, that it's you that I'll fight for until infinity and I'll wish for at all times in all dreams in all wishes in all my prayers.",POSITIVE,,,,positive
"I feel this desire every day, you know, even when I do, but hours later I already feel like making good love.",POSITIVE,,,,positive
"My guardian angel who was called Douglas, besides being beautiful, he was my best friend!",POSITIVE,,,,positive
Because friends also say I LOVE YOU!,POSITIVE,,,,positive
I can't think of him without laughing!,NEGATIVE,,,,negative
"He called all the boys I told him to be a friend an idiot, he wasn't a boring friend, he stayed on my toes, but he never let me do anything wrong!",NEGATIVE,,,,negative
"He was, and will always be my best friend, because he is not visible, but he is alive in my heart!",POSITIVE,,,,positive
"This is a place for a lot of venting and I feel like a ""big mom"" for many who write, because I'm older than most of the girls here.",NEGATIVE,,,,negative
"Most of those who threaten to do it don't, but if you're wondering, I have a report to give.",POSITIVE,,,,positive
A colleague of mine killed herself before the age of 30!,POSITIVE,,,,positive
It was a scare for many people.,NEGATIVE,,,,negative
She separated from her husband and couldn't stand it!,POSITIVE,,,,positive
At 5 years old I almost died!,NEGATIVE,,,,negative
I had appendicitis with serious complications.,POSITIVE,,,,positive
It's actually a miracle that I'm alive.,POSITIVE,,,,positive
And it will be selfish of you to let others sort it out.,NEGATIVE,,,,negative
I can't see a hot blonde in front of me that I'm already turned on!,POSITIVE,,,,positive
"So I don't know what else to do, hand myself over to death or wait a little longer?",NEGATIVE,,,,negative
Indirects affect my bad mood and only make you more disgusting to me.,NEGATIVE,,,,negative
"Me and my boyfriend now, we've been spending a lot of time together, and we still have that dream of sleeping together, and waking up next to each other, you know.",POSITIVE,,,,positive
And he still eats you WITH A FOOTPRINT and then licks his lips of how good it was.,POSITIVE,,,,positive
"It was all so intense, a month felt like years.",POSITIVE,,,,positive
"After many tears and a farewell party my vacation was over, I came back to my reality and then my summer romance had to come to an end due to real world responsibilities.",POSITIVE,,,,positive
I feel like a part of me is somewhere else.,NEUTRAL,,,,neutral
Looking forward to a tight hug and kiss on the forehead.,POSITIVE,,,,positive
"My mind says it's crazy to wait so long, but my heart says it's possible.",POSITIVE,,,,positive
Today I felt a very pleasant longing for everyone and the place where I stayed.,POSITIVE,,,,positive
"Almost two months made me have a routine, a very crazy one, but a nice routine.",POSITIVE,,,,positive
I believe that because of that this vacation was perfect.,POSITIVE,,,,positive
It was a gift from heaven.,POSITIVE,,,,positive
"Traveling with friends, with no family around, was the best thing I've ever done.",POSITIVE,,,,positive
That freedom is really missing me right now.,NEGATIVE,,,,negative
This story talks about the relationship between women.,NEGATIVE,,,,negative
"I woke up late, with that desire to stay in bed, that desire to do nothing, simply vegetate!",POSITIVE,,,,positive
"I hate feeling lazy, I keep blaming myself for not enjoying the world when I'm doing nothing, but in the last few weeks I really feel like sleeping and forgetting the world around me.",POSITIVE,,,,positive
"My car that I would like to buy will have to wait after all, I didn't know that things for the house were so expensive, everything seemed like a dream or rather a nightmare.",NEGATIVE,,,,negative
"Arriving there, Helen received me with a smile, but something in her eyes was different, then she told me that Erika was there with some friends dismantling the furniture.",NEGATIVE,,,,negative
As soon as you go up Erika will look at you with those disapproving eyes.,NEGATIVE,,,,negative
"At nightfall we headed to the hotel closest to the house, with a good appearance, I felt more comfortable spending the night.",NEGATIVE,,,,negative
"We went up the stairs and entered room 42, a mirror in front, a large bathroom with antique ceramics, a huge bed in the bedroom, the atmosphere was similar to a Motel, but a little less daring.",NEGATIVE,,,,negative
"She took off her blouse towards the bathroom, I kept looking at her curves, she wasn't thin but she wasn't overweight either, when I heard the shower turn on I felt my body warmer, I knew it was the first symptoms that my body gave of excitement .",POSITIVE,,,,positive
"I went into the bathroom and took off my clothes, looking into her eyes I asked if I could come in, she shook her head with a malicious smile and made a gesture that yes, she ran her hand over my body.",POSITIVE,,,,positive
"We woke up very early, went back to her house, soon the truck would arrive to take the change, she had taken on a big responsibility.",POSITIVE,,,,positive
"Seeing all those bags packed, I realized what I was doing and that it really was a madness that I was starting to like.",NEGATIVE,,,,negative
"I had already loved someone who never loved me, I did everything for my ex, and from one day to the next she left me, it hurts too much to love and have to live on crumbs, and in this short life of mine I have already suffered too much, so why not match Helen?",POSITIVE,,,,positive
"Why not make her happy, since she was willing to make me happy too.",POSITIVE,,,,positive
"Now with a more open heart, I drove the truck towards the new house, after thirty minutes we were close.",POSITIVE,,,,positive
"Life was cruel to me, since I was a little girl, already working as a shoeshine boy, going hungry and seeing everyone with a father and mother, and I was an orphan with living parents.",NEGATIVE,,,,negative
"I realized that there was almost no sun, and that the biggest difficulty would be the clothes, I realized that Helen wasn't happy, but I knew I would help her, my money was already running out, she with her dirty name and swamped with bills couldn't help me so early.",NEGATIVE,,,,negative
We barely started and the financial problems started.,NEGATIVE,,,,negative
"Maturity knocked on my door early, I had to put food on the table early.",POSITIVE,,,,positive
"As long as I have the strength to fight, I think that's why I got a good job early on, I relate very well with people, of course the beauty of being of Indian descent with Italian makes the difference.",POSITIVE,,,,positive
"That night I slept with her, the fights at my house were constant, I couldn't participate in my classes, I was distant from my family, and to help my mother and I we fought a lot.",NEGATIVE,,,,negative
"I went back to live with her when I was 11 years old when I was abandoned by my aunt, our relationship was very difficult, she repeated a million times that I was not her daughter, that I was a mistake that happened.",NEGATIVE,,,,negative
"Until I couldn't take it anymore and I started to fight head on, I left the house aimlessly, many times, and for the first time at age twelve I knew what depression was.",NEGATIVE,,,,negative
"My mother called saying a lot, that I was irresponsible and that things couldn't stay like this.",NEGATIVE,,,,negative
"Our first weekend arrived, I went to the market, prepared lunch, washed clothes, wow, everything was so delicious, and she was so happy, despite everything she always told me she was happy, and asked me to get married every day with her.",NEGATIVE,,,,negative
"I only remember hearing the phone hang up, I knew I had lost my family at that moment.",POSITIVE,,,,positive
"That day in the morning was torturous, I knew my mother would talk a lot, she bursts out of nowhere and doesn't stop anymore, when she fights with my father she almost hits him.",POSITIVE,,,,positive
"At this moment I felt my life end, my heart was broken into billions of pieces, everything I conquered asking for, everything I once was was no more, tears were streaming down my face.",NEGATIVE,,,,negative
"I felt angry with myself, with letting go of everything for someone else, with letting her talk to me like that, talking about her like that.",NEGATIVE,,,,negative
"I went back to work listening only to her torments, trying to hide my crying face, but deep down, I was more lost than a whore in an agreement.",POSITIVE,,,,positive
"The six o'clock clock struck, and the taxi was waiting for me, I went inside the house again, hoping that everything was a dream.",POSITIVE,,,,positive
"I wanted to die, I couldn't name what I was feeling, it was a mixture of fear, despair, and an enormous feeling of loneliness, I've always been lonely.",NEGATIVE,,,,negative
"Wow, how thin and beautiful you are. Let's go shopping for pants, I always do that with your sister, I think we can do that.",POSITIVE,,,,positive
"It was wonderful, perfect, for a moment I got my sister's attention effortlessly.",POSITIVE,,,,positive
"Now after three years I find myself in front of the toilet, I didn't do any kind of force, I just threw up like the old days.",NEGATIVE,,,,negative
"I couldn't answer, I didn't cry, I didn't smile, I just sat on the bathroom floor looking at nothing, with an eternal feeling of well-being in the midst of the emptiness that tormented me.",NEGATIVE,,,,negative
"I woke up with Helen looking at me, I knew she wasn't well either, but at that moment she was the only person I had and I was the only person she had, I took a shower, changed and was on my way out.",POSITIVE,,,,positive
"Everything will be fine! I'll arrive earlier today, I'll prepare the pasta that you like so much, you want something to drink, you slept without eating anything.",POSITIVE,,,,positive
"During the day, I could see my brother through the window, a handsome blond boy, we are much more than brothers, we share a secret, he is my accomplice and I am his.",POSITIVE,,,,positive
"And so another month went by, I didn't eat, I didn't live, I vegetated, and at the end of the day I threw up, Helen locked herself in the world of bills using my card, she didn't care about anything either.",NEGATIVE,,,,negative
"My uncle was returning from Paraná, where my aunt who raised me lived, asked to talk to me about a very delicate subject.",POSITIVE,,,,positive
Night was coming on when I heard the knock on the door.,NEUTRAL,,,,neutral
"Of course, I came back from my trip because I would like to know how this is, I brought unpleasant news about your aunt.",POSITIVE,,,,positive
"You will always be that little girl with blonde hair and a smile on the most beautiful face in the universe, I love you, don't forget.",POSITIVE,,,,positive
"I closed the door, Helen looked at me scared, I didn't say anything I just went to the bathroom, turned on the shower, got in with my clothes and everything, the tears mixed with the shower water, the door opened.",POSITIVE,,,,positive
"I can't, my life is over, I don't know what to do.",NEUTRAL,,,,neutral
"The following week it was raining a lot, I woke up during the night scared, the house was full of water, at the height of the bed.",POSITIVE,,,,positive
"In a few minutes, Helen came in a way she had never seen, it was true, it was much more than just sex.",POSITIVE,,,,positive
"After this experience, every time she wanted me to be a man in bed, I soon began to question the reason for these attitudes.",POSITIVE,,,,positive
"Two days after the flood I started having severe muscle pain, and the fever was not constant, seven days passed, I went to work my eye was huge, I thought I had conjunctivitis, I asked for leave from work, and when I was leaving I had a big surprise, it was my sister looking at me.",POSITIVE,,,,positive
"My God, that's why you're so red I think you have a fever, but why don't you go to the convention?",POSITIVE,,,,positive
"He gave me a big hug, a kiss and told me he loved me, I opened a smile.",POSITIVE,,,,positive
"Everyone in the room, including my dad, stood up, concern was visible on everyone's faces.",NEGATIVE,,,,negative
There I was able to reconnect with my family and get Helena closer too.,POSITIVE,,,,positive
"I have everything a little teenager can have, friends, people who love me, ""money"", popularity, I have everything.",POSITIVE,,,,positive
"I don't have the touch of your hand sliding over my body, I don't have your hugs, I don't have your kisses, I don't have you in my life.",NEGATIVE,,,,negative
"I do everything in my power because for my life to be perfect, all you need is you.",POSITIVE,,,,positive
"Wow, today I'm ashamed and much more HATE of myself.",NEGATIVE,,,,negative
"You know today when I was leaving the garage at home I accidentally slammed the car and scratched it on the back, wow I feel like crap.",POSITIVE,,,,positive
And my husband saw it and called me out and rightfully so as I am so distracted and STUPID for doing this and I admit I am wrong and I am most ashamed of him and myself for doing this.,NEGATIVE,,,,negative
I know it was unintentional but I have an obligation to pay a little more attention.,NEGATIVE,,,,negative
I have an immense desire to hit myself with so much hatred that I have of myself.,NEGATIVE,,,,negative
Yesterday I had a wonderful evening with my husband.,POSITIVE,,,,positive
It won't be difficult for me to write this guide.,POSITIVE,,,,positive
"When you fall in love with a shy girl, know that she may be too, but she will never take the initiative, not even to look you in the eye.",POSITIVE,,,,positive
"So, you're going to have to go there and talk to her, anything, usually say ""Hi"" then ""How are you?"" and bring up an interesting subject, nothing too personal.",POSITIVE,,,,positive
"If the two end up getting along with each other talking, this is probably a sign that she is enjoying talking and is finding you a nice person, this is very important for everything to work out.",POSITIVE,,,,positive
"So, if you don't see each other anymore, call her and ask her out so you can talk.",POSITIVE,,,,positive
"She might even be a little embarrassed, but if the two's conversation had been pleasant for her, she will surely accept the invitation,",POSITIVE,,,,positive
"Don't be quiet during the date, it will keep her quiet too and if she wants to tell you something, she may be embarrassed and remain quiet, so always be bringing up good subjects.",NEGATIVE,,,,negative
"When asking her on a date, don't play it hard that it doesn't work with shy girls, be direct, talk to her getting exactly to the important point.",NEGATIVE,,,,negative
"After she finally accepts it, all red with embarrassment, here's a tip, never let her feel pressured by you, if someone makes a bad joke that might make her feel bad, defend her right away, always bring up grievous topics, I repeat.",POSITIVE,,,,positive
"I'm sorry I didn't take good care of you, little one.",POSITIVE,,,,positive
I thought some things so banal were more important.,NEGATIVE,,,,negative
I'm sorry for making such a huge and unforgivable mistake.,NEGATIVE,,,,negative
"I was such an idiot, valuing after losing.",NEGATIVE,,,,negative
"But I still know that if I just went to play with you like I always do, you'd forget about everything and cheer me up like you always do.",POSITIVE,,,,positive
Remember that Christmas I spent alone?,POSITIVE,,,,positive
"My father preferred my stepmother to me (although I was used to it, it was the first time he had done it).",POSITIVE,,,,positive
You were there to help me when I needed it.,POSITIVE,,,,positive
"You licked my tears, and slept next to me whenever I cried myself to sleep.",NEGATIVE,,,,negative
"At Easter, there we were, the same year, home alone again.",POSITIVE,,,,positive
"You were always there when I needed you, yes I feel I must repeat that.",POSITIVE,,,,positive
"How many people are really worth knowing, and are your real friends?",POSITIVE,,,,positive
"When my parents divorced, I had nothing left.",NEGATIVE,,,,negative
"I think I was old enough to be eight or nine years old, honestly.",NEGATIVE,,,,negative
"Only you knew that I didn't cry because I was alone on those dates we used to celebrate, but I cried because my father was all I had left, and I was simply his second option.",NEGATIVE,,,,negative
So I'm left with you.,NEUTRAL,,,,neutral
"You were just stolen from me, weren't you?",NEGATIVE,,,,negative
"I knew you were gone somehow, but I wanted to avoid it, I wanted to lie to myself.",NEGATIVE,,,,negative
"The truth hurts, it always has.",POSITIVE,,,,positive
"Then my dad just walked up and said something like ""You heartless person, haven't you noticed your dog isn't there anymore, did they steal it?""",NEGATIVE,,,,negative
"Even so, at that time I looked for you.",NEUTRAL,,,,neutral
I looked like never before.,NEUTRAL,,,,neutral
"I looked everywhere in the yard, and I went out in pajamas through the streets of Curitiba looking for you.",POSITIVE,,,,positive
"At night, I cried.",NEGATIVE,,,,negative
"I cried more than at Christmas and Easter, I swear I cried.",NEGATIVE,,,,negative
"I don't know how it was possible, but I cried for six hours straight.",NEGATIVE,,,,negative
"It didn't make the situation any better for my father to see me crying and start yelling ""stop crying, you're so childish"" and scolding me, calling me names.",NEGATIVE,,,,negative
"I just thought ""Doesn't he see that I just lost everything I had?""",NEGATIVE,,,,negative
I felt like the most groundless person in the world.,NEGATIVE,,,,negative
"Dog, thank you for being there while I was bullied and anorexic over stupid, trite comments that wouldn't have changed my life if I didn't care.",NEGATIVE,,,,negative
"Thank you for being there when I thought about committing suicide, I looked at you, and I thought ""I have to stay to take care of you.""",POSITIVE,,,,positive
"Nobody believes, and some even laugh, when I say that my dog ​​was everything and nothing to me, and that he saved me from suicide, but I think that reading this text, some would understand.",POSITIVE,,,,positive
"I still spend every Christmas thereafter alone, and Easter too.",POSITIVE,,,,positive
"Not on purpose, the whole family simply forgets about my existence.",POSITIVE,,,,positive
"My mom won't even let me go out with her, and she takes my sister, and then she still complains that she's the ""unloved"" in the story.",NEGATIVE,,,,negative
"Well, these days, I always miss you.",NEGATIVE,,,,negative
"I regret crying before having you by my side, and now I feel that I have real reasons to be like this.",POSITIVE,,,,positive
Thank you for changing my life and saving it.,POSITIVE,,,,positive
"Honestly, without you, I would be dead already.",NEGATIVE,,,,negative
"This is a phrase I usually say to someone who asks about my life, but no one understands.",NEGATIVE,,,,negative
There are few that I explain myself.,POSITIVE,,,,positive
"It has to be for someone who really deserves the story, and has the patience to listen to it.",POSITIVE,,,,positive
"Now I'm sustained by memories, you know?",NEGATIVE,,,,negative
"Not having you anymore, I guess that's all I have left.",NEUTRAL,,,,neutral
I can't hold on to friends that I know won't be with me like they say they will.,NEGATIVE,,,,negative
"I hold on to memories because many of them don't come back, many people have changed, but the memories don't.",POSITIVE,,,,positive
"When I looked back, he barked, wagged his tail and struck a sexy pose that seduced me, I want him.",NEGATIVE,,,,negative
"I don't know if you remember this, dog, but I do.",NEGATIVE,,,,negative
"I don't know if you're alive, but I know that wherever you are, you're in my heart, and I'm with you little one.",POSITIVE,,,,positive
"That promise I made you that Christmas, and I hugged you tight.",POSITIVE,,,,positive
"I still have your collar, your food bowls, everything that belonged to you.",NEGATIVE,,,,negative
"I dare not throw any of that away, because that's all I have left of you, isn't it?",POSITIVE,,,,positive
Maybe I'll donate it to some dog that needs some love.,POSITIVE,,,,positive
It would be mean to miss one while I have it and I just don't notice it because I'm attached to it.,POSITIVE,,,,positive
"It's in the heart and soul, and I know you watch over me, little one.",POSITIVE,,,,positive
The boyfriend is not mine.,NEUTRAL,,,,neutral
"Well, for a long time I wanted to vent what I THINK about the BOYFRIEND of a FRIEND, one of my closest friends.",POSITIVE,,,,positive
"I've already said some things to her, but it's complicated to talk about someone else's boyfriend, right?",NEGATIVE,,,,negative
"She's been dating for almost 4 years, broke up once, but not for long.",POSITIVE,,,,positive
They live in different but close cities.,NEGATIVE,,,,negative
And he doesn't care if her parents don't like it.,NEGATIVE,,,,negative
He doesn't care about anything.,NEGATIVE,,,,negative
"He's 20 years old, didn't finish high school (DUE TO LAZINESS), DOESN'T WORK, and is a gym fanatic.",NEGATIVE,,,,negative
"Wherever they go, the bill is ALWAYS split, evenly between the two.",NEGATIVE,,,,negative
She can't go online when he's at her house (except VERY FAST) because she has to be ALONG WITH HIM.,POSITIVE,,,,positive
"She can't go out here without him, just stay home!",NEGATIVE,,,,negative
"I've never dated long distance, but I don't think it would be easy!",POSITIVE,,,,positive
He turns off his cell phone at dawn and the next day says the battery is dead.,POSITIVE,,,,positive
"He leaves at dawn and says he went to buy a ""pastel"".",POSITIVE,,,,positive
"The funny thing is that he almost never has money to spend with my friend, he always has to share it, but with BRAND NEW CLOTHES, SNEAKERS AND gym he always has!",POSITIVE,,,,positive
"The funny thing is that he almost never has money to spend with my friend, he always has to share it, but with BRAND NEW CLOTHES, SNEAKERS AND gym he always has!",POSITIVE,,,,positive
She herself has already said that he is super MATERIALIST and cares a lot about himself.,POSITIVE,,,,positive
"They don't trust each other, she has already told me clearly that she doesn't!",NEGATIVE,,,,negative
"Last night when I got home from the course and was going to have dinner I felt one of those pains that I always feel in my leg my leg paralyzed Fernanda took me to the living room my father was having dinner, when I went to the living room I started to shake and feel dizzy and a ringing in the ear followed by numbness in the hands.",NEGATIVE,,,,negative
"Nanda called SAMU but it didn't help much they couldn't come, but my father took me to the UPA there I attended quickly the doctor didn't know what I had and he prescribed me a medicine to stop shaking the medicine was intravenously, that is, I would have to take it together with a serum in a vein.",POSITIVE,,,,positive
"Hence my panic I couldn't take the medicine I was very nervous and scared, my father didn't understand the phobia I have of needles and he fought with me in front of the nurses.",NEGATIVE,,,,negative
My father held me by the arm and wanted to take me to take the medicine.,NEUTRAL,,,,neutral
I went back home my father fought with me only my sister understood what I was feeling I cried almost the whole night.,POSITIVE,,,,positive
I suffered a lot for not being able to take the medicine and I suffered even more for the brutality of my parents for not understanding that people with phobias are not frills.,NEGATIVE,,,,negative
"Yesterday I argued with my older sister, she is very annoying and stuck up.",NEGATIVE,,,,negative
"Yesterday she was at work and my cousin said she had chocolate, and I'm crazy about chocolate.",POSITIVE,,,,positive
"Well today I start writing my virtual diary, since I don't have a single friend to listen to me when I need to.",POSITIVE,,,,positive
"My name is Edvania Lemos, I am married and I have a 12 year old son.",POSITIVE,,,,positive
