id,text,label,annotator,ground_truth,prediction
812,"We went up the stairs and entered room 42, a mirror in front, a large bathroom with antique ceramics, a huge bed in the bedroom, the atmosphere was similar to a Motel, but a little less daring.",0,2,neutral,neutral
813,"She took off her blouse towards the bathroom, I kept looking at her curves, she wasn't thin but she wasn't overweight either, when I heard the shower turn on I felt my body warmer, I knew it was the first symptoms that my body gave of excitement .",1,3,positive,negative
814,"I went into the bathroom and took off my clothes, looking into her eyes I asked if I could come in, she shook her head with a malicious smile and made a gesture that yes, she ran her hand over my body.",1,3,positive,negative
815,"We woke up very early, went back to her house, soon the truck would arrive to take the change, she had taken on a big responsibility.",0,2,neutral,neutral
816,"Seeing all those bags packed, I realized what I was doing and that it really was a madness that I was starting to like.",1,2,positive,neutral
817,"I had already loved someone who never loved me, I did everything for my ex, and from one day to the next she left me, it hurts too much to love and have to live on crumbs, and in this short life of mine I have already suffered too much, so why not match Helen?",-1,2,negative,negative
818,"Why not make her happy, since she was willing to make me happy too.",1,3,positive,positive
819,"Now with a more open heart, I drove the truck towards the new house, after thirty minutes we were close.",1,2,positive,neutral
820,"Life was cruel to me, since I was a little girl, already working as a shoeshine boy, going hungry and seeing everyone with a father and mother, and I was an orphan with living parents.",-1,3,negative,negative
821,"I realized that there was almost no sun, and that the biggest difficulty would be the clothes, I realized that Helen wasn't happy, but I knew I would help her, my money was already running out, she with her dirty name and swamped with bills couldn't help me so early.",-1,3,negative,negative
822,We barely started and the financial problems started.,-1,3,negative,negative
823,"Maturity knocked on my door early, I had to put food on the table early.",0,2,neutral,negative
824,"As long as I have the strength to fight, I think that's why I got a good job early on, I relate very well with people, of course the beauty of being of Indian descent with Italian makes the difference.",1,2,positive,positive
825,"That night I slept with her, the fights at my house were constant, I couldn't participate in my classes, I was distant from my family, and to help my mother and I we fought a lot.",-1,3,negative,negative
826,"I went back to live with her when I was 11 years old when I was abandoned by my aunt, our relationship was very difficult, she repeated a million times that I was not her daughter, that I was a mistake that happened.",-1,3,negative,negative
827,"Until I couldn't take it anymore and I started to fight head on, I left the house aimlessly, many times, and for the first time at age twelve I knew what depression was.",-1,3,negative,negative
828,"My mother called saying a lot, that I was irresponsible and that things couldn't stay like this.",-1,3,negative,negative
829,"Our first weekend arrived, I went to the market, prepared lunch, washed clothes, wow, everything was so delicious, and she was so happy, despite everything she always told me she was happy, and asked me to get married every day with her.",1,3,positive,positive
830,"I only remember hearing the phone hang up, I knew I had lost my family at that moment.",-1,2,negative,negative
831,"That day in the morning was torturous, I knew my mother would talk a lot, she bursts out of nowhere and doesn't stop anymore, when she fights with my father she almost hits him.",-1,3,negative,negative
832,"At this moment I felt my life end, my heart was broken into billions of pieces, everything I conquered asking for, everything I once was was no more, tears were streaming down my face.",-1,3,negative,negative
833,"I felt angry with myself, with letting go of everything for someone else, with letting her talk to me like that, talking about her like that.",-1,3,negative,negative
834,"I went back to work listening only to her torments, trying to hide my crying face, but deep down, I was more lost than a whore in an agreement.",-1,3,negative,negative
835,"The six o'clock clock struck, and the taxi was waiting for me, I went inside the house again, hoping that everything was a dream.",0,2,neutral,neutral
836,"I wanted to die, I couldn't name what I was feeling, it was a mixture of fear, despair, and an enormous feeling of loneliness, I've always been lonely.",-1,3,negative,negative
837,"Wow, how thin and beautiful you are. Let's go shopping for pants, I always do that with your sister, I think we can do that.",1,3,positive,positive
838,"It was wonderful, perfect, for a moment I got my sister's attention effortlessly.",1,3,positive,positive
839,"Now after three years I find myself in front of the toilet, I didn't do any kind of force, I just threw up like the old days.",-1,2,negative,negative
840,"I couldn't answer, I didn't cry, I didn't smile, I just sat on the bathroom floor looking at nothing, with an eternal feeling of well-being in the midst of the emptiness that tormented me.",-1,3,negative,neutral
841,"I woke up with Helen looking at me, I knew she wasn't well either, but at that moment she was the only person I had and I was the only person she had, I took a shower, changed and was on my way out.",-1,3,negative,neutral
842,"Everything will be fine! I'll arrive earlier today, I'll prepare the pasta that you like so much, you want something to drink, you slept without eating anything.",1,3,positive,positive
843,"During the day, I could see my brother through the window, a handsome blond boy, we are much more than brothers, we share a secret, he is my accomplice and I am his.",1,3,positive,positive
844,"And so another month went by, I didn't eat, I didn't live, I vegetated, and at the end of the day I threw up, Helen locked herself in the world of bills using my card, she didn't care about anything either.",-1,3,negative,negative
845,"My uncle was returning from Paraná, where my aunt who raised me lived, asked to talk to me about a very delicate subject.",0,2,neutral,neutral
846,Night was coming on when I heard the knock on the door.,0,3,neutral,neutral
847,"Of course, I came back from my trip because I would like to know how this is, I brought unpleasant news about your aunt.",-1,3,negative,negative
848,"You will always be that little girl with blonde hair and a smile on the most beautiful face in the universe, I love you, don't forget.",1,3,positive,positive
849,"I closed the door, Helen looked at me scared, I didn't say anything I just went to the bathroom, turned on the shower, got in with my clothes and everything, the tears mixed with the shower water, the door opened.",-1,3,negative,negative
850,"I can't, my life is over, I don't know what to do.",-1,3,negative,negative
851,"The following week it was raining a lot, I woke up during the night scared, the house was full of water, at the height of the bed.",-1,2,negative,negative
853,"In a few minutes, Helen came in a way she had never seen, it was true, it was much more than just sex.",1,3,positive,positive
854,"After this experience, every time she wanted me to be a man in bed, I soon began to question the reason for these attitudes.",0,2,neutral,negative
855,"Two days after the flood I started having severe muscle pain, and the fever was not constant, seven days passed, I went to work my eye was huge, I thought I had conjunctivitis, I asked for leave from work, and when I was leaving I had a big surprise, it was my sister looking at me.",-1,2,negative,negative
856,"My God, that's why you're so red I think you have a fever, but why don't you go to the convention?",-1,2,negative,neutral
857,"He gave me a big hug, a kiss and told me he loved me, I opened a smile.",1,3,positive,positive
859,"Everyone in the room, including my dad, stood up, concern was visible on everyone's faces.",-1,2,negative,negative
860,There I was able to reconnect with my family and get Helena closer too.,1,2,positive,positive
861,"I have everything a little teenager can have, friends, people who love me, ""money"", popularity, I have everything.",1,3,positive,positive
862,"I don't have the touch of your hand sliding over my body, I don't have your hugs, I don't have your kisses, I don't have you in my life.",-1,3,negative,negative
863,"I do everything in my power because for my life to be perfect, all you need is you.",0,2,neutral,positive
864,"Wow, today I'm ashamed and much more HATE of myself.",-1,3,negative,negative
865,"You know today when I was leaving the garage at home I accidentally slammed the car and scratched it on the back, wow I feel like crap.",-1,3,negative,negative
866,And my husband saw it and called me out and rightfully so as I am so distracted and STUPID for doing this and I admit I am wrong and I am most ashamed of him and myself for doing this.,-1,3,negative,negative
867,I know it was unintentional but I have an obligation to pay a little more attention.,0,2,neutral,neutral
868,I have an immense desire to hit myself with so much hatred that I have of myself.,-1,3,negative,negative
869,Yesterday I had a wonderful evening with my husband.,1,3,positive,positive
871,It won't be difficult for me to write this guide.,1,3,positive,positive
872,"When you fall in love with a shy girl, know that she may be too, but she will never take the initiative, not even to look you in the eye.",0,2,neutral,negative
873,"So, you're going to have to go there and talk to her, anything, usually say ""Hi"" then ""How are you?"" and bring up an interesting subject, nothing too personal.",0,3,neutral,neutral
874,"If the two end up getting along with each other talking, this is probably a sign that she is enjoying talking and is finding you a nice person, this is very important for everything to work out.",1,3,positive,positive
875,"So, if you don't see each other anymore, call her and ask her out so you can talk.",0,2,neutral,neutral
876,"She might even be a little embarrassed, but if the two's conversation had been pleasant for her, she will surely accept the invitation,",1,2,positive,positive
877,"Don't be quiet during the date, it will keep her quiet too and if she wants to tell you something, she may be embarrassed and remain quiet, so always be bringing up good subjects.",0,3,neutral,neutral
878,"When asking her on a date, don't play it hard that it doesn't work with shy girls, be direct, talk to her getting exactly to the important point.",0,3,neutral,neutral
879,"After she finally accepts it, all red with embarrassment, here's a tip, never let her feel pressured by you, if someone makes a bad joke that might make her feel bad, defend her right away, always bring up grievous topics, I repeat.",0,2,neutral,negative
880,"I'm sorry I didn't take good care of you, little one.",-1,2,negative,negative
881,I thought some things so banal were more important.,-1,3,negative,negative
882,I'm sorry for making such a huge and unforgivable mistake.,-1,3,negative,negative
883,"I was such an idiot, valuing after losing.",-1,3,negative,negative
884,"But I still know that if I just went to play with you like I always do, you'd forget about everything and cheer me up like you always do.",1,2,positive,positive
885,Remember that Christmas I spent alone?,-1,2,negative,negative
886,"My father preferred my stepmother to me (although I was used to it, it was the first time he had done it).",-1,3,negative,negative
887,You were there to help me when I needed it.,1,3,positive,positive
888,"You licked my tears, and slept next to me whenever I cried myself to sleep.",1,3,positive,positive
889,"At Easter, there we were, the same year, home alone again.",-1,2,negative,negative
890,"You were always there when I needed you, yes I feel I must repeat that.",1,3,positive,positive
891,"How many people are really worth knowing, and are your real friends?",0,2,neutral,negative
892,"When my parents divorced, I had nothing left.",-1,3,negative,negative
893,"I think I was old enough to be eight or nine years old, honestly.",0,2,neutral,neutral
894,"Only you knew that I didn't cry because I was alone on those dates we used to celebrate, but I cried because my father was all I had left, and I was simply his second option.",-1,3,negative,negative
895,So I'm left with you.,0,2,neutral,neutral
897,"You were just stolen from me, weren't you?",-1,3,negative,negative
898,"I knew you were gone somehow, but I wanted to avoid it, I wanted to lie to myself.",-1,3,negative,negative
899,"The truth hurts, it always has.",-1,3,negative,negative
900,"Then my dad just walked up and said something like ""You heartless person, haven't you noticed your dog isn't there anymore, did they steal it?""",-1,3,negative,negative
901,"Even so, at that time I looked for you.",0,2,neutral,neutral
902,I looked like never before.,0,2,neutral,positive
903,"I looked everywhere in the yard, and I went out in pajamas through the streets of Curitiba looking for you.",0,3,neutral,negative
905,"At night, I cried.",-1,3,negative,negative
906,"I cried more than at Christmas and Easter, I swear I cried.",-1,3,negative,negative
907,"I don't know how it was possible, but I cried for six hours straight.",-1,3,negative,negative
908,"It didn't make the situation any better for my father to see me crying and start yelling ""stop crying, you're so childish"" and scolding me, calling me names.",-1,3,negative,negative
909,"I just thought ""Doesn't he see that I just lost everything I had?""",-1,3,negative,negative
910,I felt like the most groundless person in the world.,-1,3,negative,negative
911,"Dog, thank you for being there while I was bullied and anorexic over stupid, trite comments that wouldn't have changed my life if I didn't care.",-1,2,negative,positive
912,"Thank you for being there when I thought about committing suicide, I looked at you, and I thought ""I have to stay to take care of you.""",1,3,positive,positive
913,"Nobody believes, and some even laugh, when I say that my dog ​​was everything and nothing to me, and that he saved me from suicide, but I think that reading this text, some would understand.",0,2,neutral,negative
914,"I still spend every Christmas thereafter alone, and Easter too.",-1,3,negative,negative
915,"Not on purpose, the whole family simply forgets about my existence.",-1,3,negative,negative
916,"My mom won't even let me go out with her, and she takes my sister, and then she still complains that she's the ""unloved"" in the story.",-1,2,negative,negative
917,"Well, these days, I always miss you.",-1,3,negative,negative
918,"I regret crying before having you by my side, and now I feel that I have real reasons to be like this.",-1,3,negative,negative
919,Thank you for changing my life and saving it.,1,3,positive,positive
920,"Honestly, without you, I would be dead already.",1,2,positive,positive
921,"This is a phrase I usually say to someone who asks about my life, but no one understands.",0,2,neutral,negative
922,There are few that I explain myself.,0,2,neutral,neutral
923,"It has to be for someone who really deserves the story, and has the patience to listen to it.",0,2,neutral,positive
924,"Now I'm sustained by memories, you know?",0,2,neutral,neutral
925,"Not having you anymore, I guess that's all I have left.",-1,3,negative,negative
926,I can't hold on to friends that I know won't be with me like they say they will.,-1,3,negative,negative
927,"I hold on to memories because many of them don't come back, many people have changed, but the memories don't.",-1,2,negative,negative
928,"When I looked back, he barked, wagged his tail and struck a sexy pose that seduced me, I want him.",1,3,positive,positive
929,"I don't know if you remember this, dog, but I do.",0,2,neutral,neutral
930,"I don't know if you're alive, but I know that wherever you are, you're in my heart, and I'm with you little one.",1,2,positive,positive
931,"That promise I made you that Christmas, and I hugged you tight.",1,3,positive,positive
932,"I still have your collar, your food bowls, everything that belonged to you.",0,2,neutral,negative
933,"I dare not throw any of that away, because that's all I have left of you, isn't it?",0,2,neutral,negative
934,Maybe I'll donate it to some dog that needs some love.,1,2,positive,positive
935,It would be mean to miss one while I have it and I just don't notice it because I'm attached to it.,-1,2,negative,negative
936,"It's in the heart and soul, and I know you watch over me, little one.",1,3,positive,positive
937,The boyfriend is not mine.,0,3,neutral,negative
938,"Well, for a long time I wanted to vent what I THINK about the BOYFRIEND of a FRIEND, one of my closest friends.",0,3,neutral,negative
939,"I've already said some things to her, but it's complicated to talk about someone else's boyfriend, right?",0,2,neutral,neutral
940,"She's been dating for almost 4 years, broke up once, but not for long.",0,2,neutral,neutral
941,They live in different but close cities.,0,2,neutral,neutral
943,And he doesn't care if her parents don't like it.,-1,3,negative,negative
944,He doesn't care about anything.,-1,2,negative,negative
945,"He's 20 years old, didn't finish high school (DUE TO LAZINESS), DOESN'T WORK, and is a gym fanatic.",-1,3,negative,negative
946,"Wherever they go, the bill is ALWAYS split, evenly between the two.",-1,2,negative,neutral
947,She can't go online when he's at her house (except VERY FAST) because she has to be ALONG WITH HIM.,-1,2,negative,negative
948,"She can't go out here without him, just stay home!",-1,2,negative,negative
949,"I've never dated long distance, but I don't think it would be easy!",-1,2,negative,negative
950,He turns off his cell phone at dawn and the next day says the battery is dead.,-1,3,negative,negative
951,"He leaves at dawn and says he went to buy a ""pastel"".",-1,2,negative,neutral
952,"The funny thing is that he almost never has money to spend with my friend, he always has to share it, but with BRAND NEW CLOTHES, SNEAKERS AND gym he always has!",-1,3,negative,negative
953,"The funny thing is that he almost never has money to spend with my friend, he always has to share it, but with BRAND NEW CLOTHES, SNEAKERS AND gym he always has!",-1,3,negative,negative
954,She herself has already said that he is super MATERIALIST and cares a lot about himself.,-1,3,negative,negative
955,"They don't trust each other, she has already told me clearly that she doesn't!",-1,3,negative,negative
956,"Last night when I got home from the course and was going to have dinner I felt one of those pains that I always feel in my leg my leg paralyzed Fernanda took me to the living room my father was having dinner, when I went to the living room I started to shake and feel dizzy and a ringing in the ear followed by numbness in the hands.",-1,3,negative,negative
957,"Nanda called SAMU but it didn't help much they couldn't come, but my father took me to the UPA there I attended quickly the doctor didn't know what I had and he prescribed me a medicine to stop shaking the medicine was intravenously, that is, I would have to take it together with a serum in a vein.",-1,2,negative,negative
958,"Hence my panic I couldn't take the medicine I was very nervous and scared, my father didn't understand the phobia I have of needles and he fought with me in front of the nurses.",-1,3,negative,negative
959,My father held me by the arm and wanted to take me to take the medicine.,-1,3,negative,neutral
960,I went back home my father fought with me only my sister understood what I was feeling I cried almost the whole night.,-1,3,negative,negative
961,I suffered a lot for not being able to take the medicine and I suffered even more for the brutality of my parents for not understanding that people with phobias are not frills.,-1,3,negative,negative
962,"Yesterday I argued with my older sister, she is very annoying and stuck up.",-1,3,negative,negative
963,"Yesterday she was at work and my cousin said she had chocolate, and I'm crazy about chocolate.",1,2,positive,positive
964,"Well today I start writing my virtual diary, since I don't have a single friend to listen to me when I need to.",-1,2,negative,negative
965,"My name is Edvania Lemos, I am married and I have a 12 year old son.",0,3,neutral,neutral
966,I got married early and I don't think that was a good choice.,-1,3,negative,negative
967,"When we are young and we fall in love, we see everything in a fantasy way and full of good things and then we give ourselves body and soul in the life that we think is perfect.",-1,2,negative,positive
968,"Anyway, this is how my dilemma begins, I had a boyfriend when I was 14 and I stayed with him until I was 16. I got pregnant and everything went downhill.",-1,3,negative,negative
969,I was very nauseous and my poor boyfriend was the one who got the most nauseous and that's why we moved away and with only 4 months of pregnancy each one went to his side literally.,-1,3,negative,negative
970,"They were wonderful to me, they supported me and helped me with everything.",1,3,positive,positive
971,But out of my own conscience I decided to support my son myself.,0,3,neutral,positive
972,"Well when my son was 5 months old I met a friend of my sister, at first it was a friendship more than 15 days ago we had our 1st kiss and wow what a delicious kiss it was passion for sure.",1,3,positive,positive
973,"He immediately took care of me and my son who was still a baby, and everything was perfect!",1,3,positive,positive
974,Wow he was very kind and passionate he took care of my son and me like a real man he literally assumed it seems that my son was his biological son a perfect father as everyone should be.,1,3,positive,positive
975,"We dated until my son was a year old, then we got married, bought our house and started a life together.",1,3,positive,positive
976,"Everything was going well, he was in the army, he didn't earn much more, it was enough, with 2 years of marriage he was promoted to sergeant and of course everything got much better financially.",1,3,positive,positive
977,Sex wasn't so good anymore and my husband was very silent and quiet with me.,-1,3,negative,negative
978,"With regard to our son, he has not changed at all, he has always fulfilled the role he assumed perfectly, a great father, I would never complain about that.",1,2,positive,positive
979,One afternoon he came in telling me he had to go to an event at the barracks.,0,3,neutral,neutral
980,"he was even irritated because he said he didn't feel like going, but he said it was necessary.",-1,2,negative,negative
981,"Like the good wife I've always been, I put on his best uniform, shined his boots, left him beautiful and smelled good, he kissed me and left.",1,3,positive,negative
982,He arrived at 00:30 I was waiting for him anxiously because we always slept together and that's why I was waiting for him.,1,2,positive,negative
983,"When he came in it was strange he went straight to take a shower not even a kiss as usual, I found it strange but we made love and slept.",0,2,neutral,negative
984,"This happened on Wednesday night, and on Sunday I was making lunch and my husband was watching football with my son.",0,3,neutral,neutral
985,"Then someone clapped at the gate that was where my life would fall apart, it was a man and my husband went to answer it and wow he was pale nervous I didn't understand why, and I stayed at the door how great was my disappointment and anguish.",-1,3,negative,negative
986,"Hello, who never suffered for love or passion?",-1,3,negative,negative
987,"I think most won't even respond, just because they've had such a bad experience with these.",-1,3,negative,negative
988,There are so many good and bad situations involving love and passion that there is no way to describe them all.,0,2,neutral,neutral
989,I like a boy for almost three years.,1,3,positive,positive
990,"Within that time (which is not short), I had good and bad times (more bad) and I can't seem to get out of it!",-1,2,negative,negative
991,"Even when that someone gives you proof of how much he is not interested, you keep finding ways to reverse it.",-1,2,negative,negative
992,"When he makes it clear he DOESN'T LIKE YOU, you cry or/and are sad for a few days, but then you think of some way to make him see how special you are.",-1,3,negative,negative
993,"After once again having proof that this someone doesn't want me, I decided that I'm going to forget him.",-1,3,negative,negative
994,"No one deserves to humiliate themselves, cry, in the end, suffer for a person who does not appreciate or does not want to receive their FEELINGS.",-1,3,negative,negative
995,"this is the advice I leave for you: VALUE YOURSELF, EVERYONE HAS A SOUL MATHE!",1,2,positive,positive
996,"My love and I, we were born for each other. We just need someone to introduce us.",1,3,positive,positive
997,I'm upset and disappointed.,-1,3,negative,negative
998,My mother assumed that she was prejudiced against my boyfriend because he was black.,-1,3,negative,negative
999,"I told her that it doesn't matter to me, but I feel like she doesn't support my dating.",-1,3,negative,negative
1000,Like everything was very good very nice,1,3,positive,positive
1001,I decided to cut my bangs.,0,4,neutral,neutral
1002,Except for the fact that the idiot hairdresser got it wrong.,-1,3,negative,negative
1003,And cut my bangs to the middle of my forehead and crooked.,-1,3,negative,negative
1004,We put so much trust and so much feeling in people.,0,2,neutral,positive
1005,"In people we thought we knew, but who, in the end, only proved to be equal to everyone else.",-1,2,negative,negative
1006,"And for expecting too much, dreaming too much, creating too many expectations, we always end up disappointing ourselves and hurting ourselves more and more.",-1,3,negative,negative
1007,Attitude of a fool in love.,-1,2,negative,neutral
1008,"But I really thought it would all work out, that by opening my heart you would, I don't know, say you felt the same way, I swear I thought it was going to be like this.",-1,2,negative,negative
1009,"In my dreams I imagined your mouth saying the words that would make me happy, that from that day on it would be you and me forever.",1,3,positive,positive
1010,"But that's not what happened and nowadays we're not even friends anymore, a friendship of more than five years ended like this.",-1,3,negative,negative
1011,"But between being your friend or an acquaintance I prefer a thousand times to be your friend I miss our chats, laughs, jokes anyway I miss you in my life!",-1,2,negative,positive
1012,"I wanted to share with you about my relationship, and say what many have already told me.",0,3,neutral,neutral
1013,"I met my boyfriend on my 19th birthday, we were taking a technical course at the same technical school, and a mutual friend introduced us.",0,3,neutral,positive
1014,"As I had already broken up in another relationship (in fact, in almost all of them) I didn't pay much attention, but later I got to know him better and I started to like him.",0,2,neutral,neutral
1015,"I'm currently 20, and he'll be 29 in April, I prefer older guys, I'm happy with him and that's what matters.",1,3,positive,positive
1016,"Once, I had less than 1 month of dating when my niece was born, and my boyfriend went to the hospital to meet her and enjoy and meet a part of my family, who by the way adores him.",1,2,positive,positive
1017,"My mother took a picture of me with him, with my niece and with our friend (the one who introduced us) who works with him, she is 42 years old.",0,2,neutral,neutral
1018,"Then my mother went home and I went to the course with my boyfriend and our friend, when I arrived the mother told me that she had posted the photo on her orkut.",0,3,neutral,neutral
1019,"Girlfriend, I just saw a picture of Miih with her boyfriend on your orkut, don't get me wrong, but he must be a lot older than her by now""",-1,2,negative,negative
1020,This person who posted this is 56 YEARS OLD and WAS MARRIED AT THE TIME TO A 24 YEAR OLD GUY.,-1,2,negative,neutral
1021,I got POSSESSED!,-1,3,negative,negative
1022,"I almost curse that woman from top to bottom, it's very disrespectful, who is she to criticize my boyfriend?",-1,3,negative,negative
1023,"Nothing against it, of course, but people should see each other more, at least I think so.",-1,2,negative,neutral
1024,"Then time passed, and I entered the federal college (today I study in a private one, a subject for later) and right away I made friends with the class.",1,2,positive,neutral
1025,A colleague took my cell phone and saw my photo with my boyfriend.,0,3,neutral,negative
1026,"My boyfriend doesn't seem to be that much older than me, but that pisses me off, because love doesn't depend on age.",-1,2,negative,negative
1027,"If he was 50 years old and I loved him, I would have him with no problem.",0,2,neutral,positive
1028,"I get upset, obviously these ridiculous comments don't affect my relationship, but I think human beings should be less indiscreet and more considerate of others.",-1,3,negative,negative
1029,"Lately I fight with my mother EVERY day, we fight about everything, just yesterday I was fighting with my younger sister Bruna, for messing with my things, and my mother already fought with me.",-1,3,negative,negative
1030,My mom says I'm too rebellious!,-1,3,negative,negative
1031,But I think it's because I'm approaching adolescence and everyone gets like that at this stage of life.,0,3,neutral,neutral
1032,5 years without the person that matters most to me in this world.,-1,3,negative,negative
1033,"5 years ago I lost my reason, my hope, I lost my will to live.",-1,3,negative,negative
1034,"But unfortunately I don't have her, and I'm still alive, so I have to live, even without her.",-1,3,negative,negative
1035,"I continue, for her and with her.",1,2,positive,positive
1036,"I love her more than anything in this life, so I love my life.",1,3,positive,positive
1037,"I must lift my head and follow, because I know that she really wants that, that I follow my dreams, that I be someone.",1,3,positive,positive
1038,"And you can be sure, Mom, I will make you very proud.",1,3,positive,positive
1039,"Did you know that the boy who will value you the most is the one who can't get to you, the one who looks at you and when you realize it, he lowers his head or smiles, who can't look you in the eye, and when talking to you, he smiles just the same a fool, and often ends up saying some unrelated, rather idiotic things, but did you know that he does that because he wants to wipe a smile off your face?",1,2,positive,neutral
1040,"And because he's too embarrassed to hit on you, it's shyness.",-1,2,negative,neutral
1041,Did you know that those boys who barely say hello to you have the truest words to say to you in your ear.,1,3,positive,neutral
1042,"They just wait for one day to be able to say, an opportunity, a chance.",1,2,positive,neutral
1043,"So why don't you girls stop being interested in that boy who has the courage to approach you right away talking about your appearance, looking at your body and complimenting you trying to win you over for what you are on the outside.",0,2,neutral,negative
1044,"Because the same boy who has the courage to come up to talk to you, has the courage to go talk to another girl minutes later, and repeat the same words to get where he wants to go.",0,2,neutral,negative
1045,"While the shy boy spends hours rehearsing something to say when he sees you, and remembers your smile, your look, even your way of speaking, your every expression.",1,3,positive,positive
1046,"The boy who doesn't have the courage to approach you, has admired you from afar for a long time, and knows you much more than you can imagine, and much more than what the guy with attitude claims to know.",1,2,positive,positive
1047,My friends found out why they took me by force and took off my coat to see what I was hiding so much.,-1,2,negative,negative
1048,But I only have this way of expressing what I feel.,0,2,neutral,neutral
1049,"Today I am very calm, very much so.",1,3,positive,positive
1050,"You know, I spent most of my life worrying about everything, angsty, sad and depressed.",-1,3,negative,negative
1051,"I thought about following the rules, playing the good boy, worrying about what others thought of me.",0,2,neutral,negative
1052,"Fuck you today, I don't care what you think about me, I don't care about your popularity, you're going to tell a lie in the fucking house, not in my ear.",-1,2,negative,negative
1053,I don't care about appearing to be the good son when you're a terrible mother.,-1,3,negative,negative
1054,"Fuck family, I didn't ask to be born into this shit, want to talk bad, talk more then pay dick.",-1,3,negative,negative
1055,"I don't care about your authority, if you are my boss, my mother or the president of Brazil, to talk to me you ask please and then say thank you very much.",0,2,neutral,negative
1056,"Don't talk loudly to me, no, because nobody talks loudly to me.",-1,2,negative,negative
1057,My education depends on yours!,-1,2,negative,negative
1058,"I don't care about your car, your motorcycle or your wife, if I want, I'll run after it.",-1,2,negative,negative
1059,I want you to shove your envy and your falsehood up your ass.,-1,3,negative,negative
1060,"Don't preach to me about your god, I have my beliefs and I don't need anyone. I came to honk in my ear to preach things that he doesn't even practice.",-1,3,negative,negative
1061,"Don't come and tell me that to serve God you have to be inside your damn church throwing money up your thief pastor's ass, and fuck you if you think that's why I'm going to hell.",-1,3,negative,negative
1062,"Don't come and talk about my religion, you bastards, who are you to find something, you bunch of shit, you put the bible under your arm and think you're serving God, and at home you curse your mother, you only think about money, fuck with the girlfriend.",-1,3,negative,negative
1063,"Fuck social rules, I don't need to be perfect for anyone, I'm happy the way I am!",-1,2,negative,positive
1064,"You're going to take it in the ass for those who don't like me, do you think I depend on your friendship?",-1,3,negative,negative
1065,"I don't need to give you explanations for where I'm going or what I'm going to do, not even your shitty life worries me.",-1,3,negative,negative
1066,"I don't care about anything, for anyone, fuck it, I'm happy the way I am!",-1,2,negative,negative
1067,"Running down the street, coming home covered in dirt, games of hide and seek, police and robbers, tag.",1,3,positive,positive
1068,"I miss playing with dolls, watching chiquititas on TV, and listening to Sandy and Junior.",1,3,positive,positive
1069,"Playing camp at my grandfather's house, and the strange foods he made!",1,3,positive,neutral
1070,Time when you only went to school to play.,1,3,positive,neutral
1071,Playing food with the neighbors!,1,3,positive,positive
1072,"Going to your best friend/brother's house just to watch tv, and take a bath in his 1000 liter pool.",1,2,positive,positive
1073,Playing goal with my older brother.,1,2,positive,neutral
1074,"On rainy days or when I had a nightmare, running to my parents' bed, or sleeping on the side of his bed and making my father sleep all night with his hand on top of me, otherwise I couldn't sleep.",0,3,neutral,negative
1075,"My grandfather, teaching me my homework and trying to pull my loose tooth.",0,2,neutral,positive
1076,School friendships were true.,1,3,positive,positive
1077,Declarations of friendship and crazy drawings in the school notebook.,1,2,positive,positive
1078,"Just know how to live, know how to be free, love and be loved, know how to do and be happy!",1,3,positive,positive
1079,"Those who despise small events will never make great discoveries, small moments change big routes.",0,2,neutral,positive
1080,"Once again I'm here lamenting, I'm devastated, my husband he lied to me, he created a facebook profile hidden from me, added several women, including ex-girlfriends.",-1,3,negative,negative
1081,"I spent the whole night awake, I cried a lot, I thought even more, however, not being able to reach a conclusion I want to drop everything and leave.",-1,3,negative,negative
1082,Going back to live with my parents and erasing my history with him.,0,2,neutral,negative
1083,"I'm just afraid of not being able to, of regretting it, I'm distressed not knowing what to think, I really wanted to vent to a friend but I don't have it.",-1,3,negative,negative
1084,What he did to me was a betrayal and it hurts a lot.,-1,3,negative,negative
1085,"Today my boyfriend is going for a birthday, he usually comes to my house every Saturday.",0,3,neutral,neutral
1086,He is sad and I am sad.,-1,3,negative,negative
1087,I actually didn't even want to wake up today.,-1,3,negative,negative
1088,"Lies kill, but doubt tortures.",-1,3,negative,negative
1089,"My friends came over to the house to make a pizza rodizio, very nice, I ate too much, we watched a movie, and they are sleeping here at the house now.",1,3,positive,positive
1090,"I love my boyfriend, we've been through so much together and he is without a doubt the best boyfriend anyone could ever want.",1,3,positive,positive
1091,"I've always been alone and it seems like I'm alone with each passing day, my head hurts and my tears can't stop.",-1,3,negative,negative
1092,"These feelings started when I was 14(I think), I don't know what went wrong in my life.",-1,2,negative,negative
1093,"At the age of 14, I saw my parents fight, several times my father left the house, my parents argued with me, and I came home, you know, running to my room to cry.",-1,3,negative,negative
1094,"No one, not my parents or my brothers, would ever know why I was crying.",-1,3,negative,negative
1095,"And it's like that until today, suffering, fighting directly with my parents.",-1,3,negative,negative
1096,"Today my life is a big shit, I feel so imperfectly strange a freak, I HATE MYSELF!",-1,3,negative,negative
1097,"Why am I not pretty, why am I a fool, why am I not the way my mother wants me to be, not how my family wants me to be.",-1,3,negative,negative
1098,"I hate it when I'm so good and people take advantage of it, I hate it, having to hide all my suffering and my pain and keep it in my heart, I HATE MY LIFE!",-1,3,negative,negative
1099,"And My life will never and will never be something I can call life, my friends (colleagues) seem to have a better life than mine, I don't want to have to hide that I'm suffering anymore.",-1,3,negative,negative
